num_ratings,useful,easy,liked,num_reviews,class
2111,21%,10%,23%,86,1
2111,21%,10%,23%,86,1
2111,21%,10%,23%,86,1
2111,21%,10%,23%,86,1
2111,21%,10%,23%,86,0
2111,21%,10%,23%,86,1
2111,21%,10%,23%,86,0
2111,21%,10%,23%,86,1
2111,21%,10%,23%,86,1
2111,21%,10%,23%,86,0
2111,21%,10%,23%,86,1
2111,21%,10%,23%,86,1
2111,21%,10%,23%,86,1
2111,21%,10%,23%,86,1
2111,21%,10%,23%,86,1
2111,21%,10%,23%,86,1
2111,21%,10%,23%,86,1
2111,21%,10%,23%,86,1
2111,21%,10%,23%,86,1
2111,21%,10%,23%,86,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,1
1186,84%,41%,78%,253,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,0
1143,64%,70%,45%,214,1
1143,64%,70%,45%,214,1
899,73%,67%,79%,8,1
899,73%,67%,79%,8,1
899,73%,67%,79%,8,1
899,73%,67%,79%,8,1
899,73%,67%,79%,8,1
899,73%,67%,79%,8,0
899,73%,67%,79%,8,1
899,73%,67%,79%,8,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,0
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,0
780,86%,56%,69%,171,0
780,86%,56%,69%,171,0
780,86%,56%,69%,171,0
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,0
780,86%,56%,69%,171,0
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,0
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
780,86%,56%,69%,171,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,1
760,23%,71%,34%,130,1
760,23%,71%,34%,130,1
760,23%,71%,34%,130,1
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,1
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,1
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,1
760,23%,71%,34%,130,1
760,23%,71%,34%,130,1
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,1
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,1
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
760,23%,71%,34%,130,0
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,0
712,83%,42%,67%,136,0
712,83%,42%,67%,136,1
712,83%,42%,67%,136,0
712,83%,42%,67%,136,1
712,83%,42%,67%,136,0
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,0
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,0
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,0
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,0
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,0
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,0
712,83%,42%,67%,136,0
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
712,83%,42%,67%,136,0
712,83%,42%,67%,136,0
712,83%,42%,67%,136,1
712,83%,42%,67%,136,1
